,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
7293,Ludwig van Beethoven,"Beethoven: Andante favori in F Major, WoO 57",5pIi8BisSfok0ffR5iSHe1,15,2,11,5,2942677,77,0.302,0.0568,5,-26.881,1,0.0458,0.993,0.908,0.079,0.156,84.195,461640,3,44,20
7294,Charlie Key,Sleepy Mountains,5pNEVP7GH0wgK3PCL5oEws,62,1,8,6,3214,61,0.654,0.0197,1,-23.258,1,0.0693,0.992,0.961,0.113,0.341,130.279,170025,4,16,11
7295,Ludwig van Beethoven,"String Quartet No. 8 in E Minor, Op. 59 No. 2 ""Rasumovsky Quartet No. 2"": IV. Finale. Presto",60VN6bUTDwNudaBx3NKJaC,13,2,11,5,2942677,77,0.433,0.136,0,-19.423,1,0.0685,0.925,0.361,0.135,0.31,82.273,310920,4,92,20
7296,Ludwig van Beethoven,"String Quartet No. 12 in E-Flat Major, Op. 127: II. Adagio, ma non troppo e molto cantabile",61IrHZlPBFyjkTTja8siPI,12,2,11,5,2942677,77,0.189,0.0785,8,-21.496,1,0.0442,0.97,0.651,0.0833,0.0664,94.608,860186,3,91,20
7297,Ludwig van Beethoven,"Violin Sonata No. 7 in C Minor, Op. 30 No. 2: IV. Finale. Allegro",6DFLZJYjgozf5dcDglx3Sq,14,3,11,5,2942677,77,0.401,0.22,0,-17.941,0,0.0395,0.975,0.644,0.126,0.236,134.273,313787,4,65,20
7298,Ludwig van Beethoven,"Symphony No. 8 in F Major, Op. 93: I. Allegro vivace e con brio",6ZAWLrPaCc5pz4vNTXDGsJ,13,2,11,5,2942677,77,0.26,0.297,5,-14.738,1,0.0345,0.782,0.814,0.257,0.275,153.189,580880,3,63,20
7299,Ludwig van Beethoven,"Symphony No. 1 in C Major, Op. 21: III. Menuetto. Allegro molto e vivace",6pjKXvQmj52ekjVrt599eZ,14,2,11,5,2942677,77,0.376,0.386,0,-15.38,1,0.0702,0.798,0.94,0.136,0.395,111.262,200187,4,72,20
7300,Ludwig van Beethoven,"In questa tomba oscura, WoO 133",79pXJJfsrKs1M6b3YeHmmZ,15,4,11,5,2942677,77,0.261,0.0473,8,-20.124,1,0.043,0.981,0.0308,0.18,0.0467,79.39,186080,3,31,20
7301,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: I. Adagio ma non troppo e molto espressivo",7cvl1K6OHqbRbh7tzbP3Ww,13,2,11,5,2942677,77,0.143,0.0694,1,-23.026,0,0.0491,0.959,0.837,0.0698,0.0391,82.876,394747,3,91,20
7302,Ludwig van Beethoven,"String Quartet No. 9 in C Major, Op. 59 No. 3 ""Rasumovsky Quartet No. 3"": III. Menuetto grazioso",7fqqoJjBmgiPX9OpamnWiR,13,2,11,5,2942677,77,0.41,0.04,0,-23.345,1,0.0419,0.94,0.406,0.558,0.444,119.543,301880,3,96,20
7303,Ludwig van Beethoven,"String Quartet No. 11 in F Minor, Op. 95 ""Serioso"": I. Allegro con brio",7wqCTlnm5nV54B6xrVv6my,13,2,11,5,2942677,77,0.324,0.154,1,-17.644,1,0.0472,0.956,0.502,0.134,0.176,107.85,276360,3,71,20
7304,Ludwig van Beethoven,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio",02ZTvOtiSwauaiPCOAuGns,12,2,11,5,2942677,77,0.214,0.275,0,-20.337,1,0.0389,0.986,0.881,0.097,0.133,81.401,627133,4,71,20
7305,Beyoncé,Single Ladies (Put a Ring on It) - Homecoming Live,071lw34NhXIV26mskQZ4MB,61,1,4,3,20922999,90,0.639,0.93,9,-6.626,1,0.168,0.00563,0.0,0.956,0.573,96.944,207209,4,50,7
7306,Ludwig van Beethoven,"Symphony No. 8 in F Major, Op. 93: III. Tempo di menuetto",0CZph73WQnPbYjdBDmvi2J,12,2,11,5,2942677,77,0.201,0.156,5,-15.609,1,0.0332,0.909,0.809,0.0874,0.29,82.567,283173,4,57,20
7307,Ludwig van Beethoven,"Egmont, Op. 84, Hess 93: No. 4, Freudvoll und leidvoll (I)",0CejYW5XfBD3Yu8Gv6b2B7,14,4,11,5,2942677,77,0.329,0.0549,9,-16.399,1,0.0458,0.985,8.49e-05,0.113,0.187,53.043,112093,3,58,20
7308,Ludwig van Beethoven,"Sehnsucht, WoO 134 (First Version)",0F6fNXpH81bqwz65guH3RH,15,4,11,5,2942677,77,0.264,0.0573,7,-20.259,0,0.0441,0.964,1.21e-06,0.146,0.0981,134.785,94413,3,34,20
7309,Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: V. Cavatina. Adagio molto espressivo",0JOnhPodt1IBt7CFwW3uqQ,11,2,11,5,2942677,76,0.107,0.0268,3,-29.759,1,0.0465,0.945,0.856,0.109,0.037,91.102,441213,4,84,20
7310,Ludwig van Beethoven,"An die Geliebte, WoO 140 (Third Version)",0WHFpGrDj32XrPE5PqUfXi,14,4,11,5,2942677,77,0.501,0.138,0,-17.244,1,0.0637,0.97,0.000681,0.0915,0.394,110.876,59333,5,40,20
7311,Ludwig van Beethoven,"String Quartet No. 11 in F Minor, Op. 95 ""Serioso"": IV. Larghetto espressivo - Allegretto agitato",0aXyM6KVhMXYIYBkfCMIZC,12,2,11,5,2942677,77,0.269,0.11,5,-19.435,0,0.0444,0.974,0.63,0.0739,0.136,75.89,285387,4,97,20
7312,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: II. Gloria: ""Gloria in excelsis Deo""",0kxIailQr2QhooUD97veUt,15,3,11,5,2942677,77,0.231,0.483,5,-12.543,1,0.0448,0.831,0.0814,0.281,0.0938,79.327,271680,4,72,20
7313,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: VII. Allegro",17LWmesXmlQdcQVJCArXXO,11,2,11,5,2942677,77,0.4,0.153,1,-15.471,0,0.0448,0.96,0.442,0.122,0.276,129.329,397373,4,61,20
7314,Ludwig van Beethoven,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": I. Das Lebewohl. Adagio - Allegro",17LcxfKrywrTKkflGuURA4,14,2,11,5,2942677,77,0.375,0.0598,3,-22.269,1,0.0433,0.992,0.886,0.106,0.132,113.556,447933,3,92,20
7315,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: III. Allegro moderato",19yDCzqPCIz3g5CeiAHxfo,12,2,11,5,2942677,77,0.284,0.0125,6,-24.639,0,0.0405,0.933,0.197,0.078,0.241,91.49,50720,3,70,20
7316,Ludwig van Beethoven,"Gesang aus der Ferne, WoO 137",1LD0AjVcqGmjRcyahCa0I5,14,4,11,5,2942677,77,0.329,0.198,10,-18.234,1,0.0557,0.953,1.12e-06,0.113,0.431,71.936,253133,3,29,20
7317,Ludwig van Beethoven,"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": II. Andante",1RCEeKiNMBGNFkPpd9bjix,12,2,11,5,2942677,77,0.362,0.0268,2,-28.712,1,0.0587,0.991,0.921,0.0687,0.236,77.701,419733,4,63,20
7318,Ludwig van Beethoven,"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": III. Scherzo. Allegro assai",1ovOOnI8VXmrhLkiIjJJ5j,12,2,11,5,2942677,77,0.483,0.0604,2,-24.184,1,0.0464,0.992,0.92,0.085,0.261,103.178,130147,4,79,20
7319,Ludwig van Beethoven,"String Quartet No. 10 in E-Flat Major, Op. 74 ""Harp"": III. Presto",20TZrUMCBsLhuUooXkMNWt,12,2,11,5,2942677,77,0.436,0.239,0,-18.789,1,0.0368,0.963,0.902,0.141,0.617,92.197,303093,4,65,20
7320,Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: I. Adagio, ma non troppo - Allegro",2W0ptFNZt5RahSUsmN5Uth,12,2,11,5,2942677,77,0.354,0.0743,5,-18.013,1,0.0437,0.957,0.606,0.0875,0.111,128.757,814226,4,82,20
7321,Ludwig van Beethoven,"An die Geliebte, WoO 140 (Second Version)",2Xyk9Ydv8J0qwPd8XC540W,14,4,11,5,2942677,77,0.402,0.162,7,-17.082,1,0.0734,0.986,0.000271,0.0831,0.331,56.138,66160,4,41,20
7322,Ludwig van Beethoven,"Symphony No. 8 in F Major, Op. 93: II. Allegretto scherzando",2do7FIHAVQWqGM0SXzEm2Q,12,2,11,5,2942677,77,0.508,0.103,10,-21.302,1,0.0317,0.888,0.894,0.104,0.472,87.198,232427,4,60,20
7323,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: I. Kyrie: ""Christe eleison""",2ogQ0wBIYB9BKWj6xsFxrH,15,3,11,5,2942677,77,0.163,0.376,7,-18.069,1,0.0453,0.935,0.696,0.164,0.13,75.035,106533,3,63,20
7324,Ludwig van Beethoven,"Egmont, Op. 84, Hess 94: No. 4, Freudvoll und leidvoll",32xAlHu4QozL8fhFnznrtN,14,4,11,5,2942677,77,0.448,0.0405,7,-18.034,1,0.0427,0.987,6.22e-06,0.0732,0.27,89.493,105707,4,54,20
7325,Ludwig van Beethoven,"Symphony No. 7 in A Major, Op. 92: III. Presto",35AJXrbGuRo9Hd7trV7IAW,13,2,11,5,2942677,77,0.352,0.2,2,-16.043,1,0.0528,0.934,0.807,0.106,0.193,127.332,504307,4,46,20
7326,Ludwig van Beethoven,"Sehnsucht, WoO 134 (Third Version)",3UTkxwx8pZinaWfO1jela7,14,4,11,5,2942677,77,0.413,0.0244,3,-20.551,1,0.0462,0.985,0.0,0.16,0.312,119.836,78467,4,34,20
7327,Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: III. Poco scherzoso. Andante con moto ma non troppo",3Wv35kVbS5DzFVryLGDvv9,11,2,11,5,2942677,77,0.462,0.0385,1,-21.744,1,0.04,0.932,0.338,0.0697,0.405,106.065,433400,4,99,20
7328,Ludwig van Beethoven,"String Quartet No. 11 in F Minor, Op. 95 ""Serioso"": II. Allegretto ma non troppo",3jck2ynyEzlTeuhvMPBbvs,12,2,11,5,2942677,77,0.26,0.0684,2,-22.467,1,0.0469,0.97,0.624,0.151,0.0507,113.977,416520,4,80,20
7329,Ludwig van Beethoven,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": II. Abwesendheit. Andante espressivo",4X4D254vevkkv8TUEeSG5z,13,2,11,5,2942677,77,0.391,0.00606,5,-29.141,1,0.0562,0.994,0.861,0.0718,0.0676,166.556,244907,4,95,20
7330,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: II. Gloria: ""Qui tollis peccata mundi""",4hbcxneyhx85wc0oWgT5M5,14,3,11,5,2942677,77,0.0791,0.216,5,-18.059,1,0.0471,0.947,0.549,0.128,0.0375,72.149,358107,5,74,20
7331,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: V. Presto",4mPGDC5kIFR0eQ2VIcvMrM,12,2,11,5,2942677,77,0.591,0.17,4,-19.535,1,0.0513,0.944,0.801,0.285,0.653,108.633,328586,4,58,20
7332,Ludwig van Beethoven,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""The Tempest"": III. Allegretto",4x7AoVmUTKRM3cKYJcSe4A,14,2,11,5,2942677,77,0.156,0.184,7,-22.65,0,0.0351,0.986,0.897,0.0849,0.308,80.76,383333,4,75,20
7333,Ludwig van Beethoven,"Symphony No. 8 in F Major, Op. 93: IV. Allegro vivace",56AEvvqeFuNfsvYDLaYapb,12,2,11,5,2942677,77,0.363,0.394,5,-14.305,1,0.0426,0.815,0.873,0.109,0.261,135.212,461707,4,53,20
7334,Ludwig van Beethoven,"String Quartet No. 16 in F Major, Op. 135: III. Assai lento, cantante e tranquillo",5J5C9pm4gcNUjJpXfTVeoQ,11,2,11,5,2942677,77,0.127,0.0442,1,-25.733,1,0.0461,0.979,0.507,0.0577,0.0371,93.547,406213,3,82,20
7335,Ludwig van Beethoven,"An die Geliebte, WoO 140 (First Version)",5TS3bSnYNPKOI0bg9Gfhav,14,4,11,5,2942677,77,0.389,0.0874,0,-18.804,1,0.05,0.992,3.12e-05,0.132,0.383,99.666,64320,4,40,20
7336,Ludwig van Beethoven,"Violin Sonata No. 6 in A Major, Op. 30 No. 1: II. Adagio molto espressivo",5YRcq8GAaEOfmMaHEAsZaY,14,3,11,5,2942677,77,0.17,0.0851,2,-21.334,1,0.053,0.977,0.154,0.29,0.14,170.033,347200,4,73,20
7337,Ludwig van Beethoven,"String Quartet No. 12 in E-Flat Major, Op. 127: IV. Finale. Allegro",5YsVF8HTbOV0fvuKJU1uBV,12,2,11,5,2942677,77,0.412,0.0963,3,-15.887,1,0.0514,0.968,0.784,0.291,0.527,109.621,398840,4,67,20
7338,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: IV. Andante ma non troppo e molto cantabile",66eVD3C7opqs7B1RssWZSJ,12,2,11,5,2942677,77,0.242,0.0501,9,-22.833,1,0.0451,0.959,0.563,0.0741,0.161,94.219,843987,3,92,20
7339,Ludwig van Beethoven,"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": I. Allegro",6AaYTlkPWjRPv27JfI6Ual,13,2,11,5,2942677,77,0.268,0.0441,2,-25.863,1,0.0408,0.987,0.907,0.0711,0.109,85.59,631013,4,62,20
7340,Ludwig van Beethoven,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": III. Das Wiedersehn. Vivacissimamente",6GK0vyyVrvoxinhMgrB9ab,13,2,11,5,2942677,77,0.315,0.161,10,-20.011,1,0.0378,0.993,0.819,0.0988,0.163,88.825,353120,4,96,20
7341,Ludwig van Beethoven,"String Quartet No. 11 in F Minor, Op. 95 ""Serioso"": III. Allegro assai vivace ma serioso",6JLRLWZdVAvzwWGtpp5NC7,12,2,11,5,2942677,77,0.398,0.111,6,-16.777,1,0.0578,0.972,0.368,0.0721,0.205,92.441,275200,4,88,20
7342,Ludwig van Beethoven,"Violin Sonata No. 7 in C Minor, Op. 30 No. 2: III. Scherzo. Allegro – Trio",6St5Y5kQwxgYaACqmp2Ssq,15,3,11,5,2942677,77,0.481,0.16,0,-18.366,1,0.0499,0.966,0.929,0.0993,0.424,163.127,223440,3,74,20
7343,Jaden,Again,6v1WjGvHYuwbtEmdWzN3XZ,62,2,7,5,961780,79,0.62,0.577,1,-6.479,1,0.0687,0.522,6.78e-05,0.168,0.12,81.499,269813,4,5,5
7344,Ludwig van Beethoven,"String Quartet No. 12 in E-Flat Major, Op. 127: III. Scherzo. Vivace",7Ce9m790uDpakqnW4pOYgA,12,2,11,5,2942677,77,0.422,0.167,3,-16.561,1,0.0588,0.963,0.587,0.0875,0.557,171.185,502187,3,68,20
7345,Ludwig van Beethoven,"Egmont, Op. 84, Hess 93: No. 4, Freudvoll und leidvoll (II)",7Gd2JDqRruX91UMhKwr3wm,13,4,11,5,2942677,77,0.43,0.0339,9,-17.495,1,0.0449,0.985,1.32e-05,0.0809,0.388,107.35,103907,4,59,20
7346,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: I. Kyrie: ""Kyrie eleison"" cont.",7eBIiYSRjijYG0eiRPxIqT,15,3,11,5,2942677,77,0.131,0.213,7,-16.514,1,0.0373,0.873,0.841,0.125,0.0687,77.447,248893,3,67,20
7347,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: III. Credo: ""Credo in unum Deum""",0SZziJM8cjTfFYrnBpf6oJ,13,3,11,5,2942677,77,0.217,0.375,10,-12.71,1,0.0378,0.867,0.18,0.223,0.161,111.275,252520,4,68,20
7348,Ludwig van Beethoven,"6 Minuets, WoO 9: No. 2 in G Major",0UXOmgvxejK2JFTTnlIiWz,11,4,11,5,2942677,77,0.437,0.0638,7,-15.686,1,0.0545,0.953,7.83e-05,0.0809,0.44,99.771,139972,3,34,20
7349,Ludwig van Beethoven,"String Quartet No. 16 in F Major, Op. 135: IV. Grave, ma non troppo tratto - Allegro",0x4iF7nfxk4sAHoI83PkEE,11,2,11,5,2942677,77,0.359,0.0683,5,-18.595,1,0.066,0.948,0.354,0.0711,0.154,72.007,421267,4,84,20
7350,Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": III. Allegro ma non troppo",0z1LN1CPxzmXcyl7SReCuY,12,2,11,5,2942677,77,0.218,0.257,5,-19.953,0,0.0384,0.99,0.88,0.0977,0.0998,77.546,447387,4,81,20
7351,Ludwig van Beethoven,"Schwinge dich in meinem Dom, Hess 137 (Reconstr. A.W. Holsbergen)",17Qs1UiIJpBm07pm4CzqTo,13,4,11,5,2942677,77,0.393,0.0754,7,-16.983,1,0.0446,0.981,6.46e-05,0.103,0.111,110.874,319933,5,65,20
7352,Ludwig van Beethoven,"6 Minuets, WoO 9: No. 1 in E-Flat Major",1IZjKAQYIWs5vX2liCg88H,11,4,11,5,2942677,77,0.712,0.029,3,-22.061,1,0.128,0.96,0.0169,0.0814,0.498,109.007,138959,4,39,20
7353,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: III. Credo: ""Crucifixus""",1KnecIUPqh3EdgXfXJSVWO,11,3,11,5,2942677,77,0.0727,0.216,2,-19.278,0,0.0373,0.929,0.0619,0.351,0.0385,78.902,183920,4,60,20
7354,Ludwig van Beethoven,"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": IV. Rondo. Allegro ma non troppo",1RYGHRisFgxqsRIqinnmHF,12,2,11,5,2942677,77,0.335,0.14,2,-21.794,1,0.0421,0.981,0.925,0.119,0.201,99.832,274600,4,84,20
7355,Ludwig van Beethoven,"Violin Sonata No. 8 in G Major, Op. 30 No. 3: II. Tempo di minuetto, ma molto moderato e grazioso",1SofzGp3n4HD1UpMC4g43Z,13,3,11,5,2942677,77,0.239,0.104,3,-21.641,1,0.0438,0.983,0.31,0.144,0.195,92.404,432533,4,97,20
7356,Ludwig van Beethoven,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": III. Rondo. Allegretto moderato - Prestissimo",1T4XSf27Epk9xZbGlGDe7S,11,2,11,5,2942677,77,0.308,0.14,0,-19.817,1,0.0349,0.986,0.903,0.0851,0.0777,109.524,607467,4,97,20
7357,Ludwig van Beethoven,"6 Minuets, WoO 9: No. 5 in D Major",1fBKpfK916B8vLRnPaTlJg,10,4,11,5,2942677,77,0.795,0.227,2,-16.465,1,0.202,0.932,0.00887,0.141,0.318,135.728,111199,4,34,20
7358,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: II. Gloria: ""Quoniam tu solus sanctus""",1jFNsG6dpUhD8UwbwROwFi,13,3,11,5,2942677,77,0.143,0.552,2,-10.598,1,0.0417,0.827,0.09,0.0561,0.177,67.94,379760,4,74,20
7359,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 4 in B-Flat Major",21EI5l4wijtHURg7Yg3bCE,11,3,11,5,2942677,77,0.705,0.255,10,-17.483,1,0.0565,0.982,0.935,0.349,0.545,117.411,33959,3,46,20
7360,Ludwig van Beethoven,"Symphony No.7 in A, Op.92: 2. Allegretto",27iwB5HFIdX7wc48TJa1PA,12,3,11,5,2942677,76,0.176,0.0622,4,-19.941,0,0.042,0.833,0.624,0.145,0.0655,63.149,509173,4,40,20
7361,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 1 in C Major",2A0kpwOstPSuD1G7ZnvvwZ,12,3,11,5,2942677,76,0.693,0.273,0,-15.255,1,0.04,0.844,0.756,0.518,0.49,117.317,34626,4,41,20
7362,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: III. Credo: ""Et incarnatus est""",2M5qsj7pEL9BUTfLy6qSvn,12,3,11,5,2942677,77,0.0849,0.145,0,-21.278,1,0.0405,0.939,0.373,0.682,0.0391,81.268,140387,4,67,20
7363,Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",2PrtNE7dkkZSTENGttRKp2,11,2,11,5,2942677,77,0.208,0.18,5,-20.717,0,0.0435,0.986,0.92,0.07,0.038,85.721,602227,4,71,20
7364,Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",2XUA7klNh9PlAhKiDUX4Du,11,2,11,5,2942677,77,0.386,0.0162,1,-29.751,1,0.0531,0.993,0.886,0.102,0.101,110.555,384027,4,75,20
7365,Ludwig van Beethoven,"Der Knabe auf dem Berge, Hess 134",2Y1ZozoXjMLsUSLkjC8c9a,13,3,11,5,2942677,77,0.0,0.0613,7,-17.107,1,0.0,0.966,0.0,0.0877,0.0,0.0,51933,0,33,20
7366,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 3 in D Major",2hM2ujXctgqwnYQ67Kotrn,11,3,11,5,2942677,77,0.605,0.157,2,-18.732,1,0.0362,0.98,0.389,0.291,0.616,118.251,66292,4,41,20
7367,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 12 in E-Flat Major",2ws6EdrERN4w6Z9kaPkVz6,11,3,11,5,2942677,77,0.527,0.259,3,-18.876,1,0.0442,0.961,0.355,0.328,0.431,113.292,114599,4,47,20
7368,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: V. Agnus Dei: ""Agnus Dei, qui tollis peccata mundi""",2z54nOyEyjY6YhKoeXgdt7,12,3,11,5,2942677,76,0.194,0.207,4,-20.146,0,0.0382,0.94,0.58,0.0882,0.0378,87.052,401373,3,87,20
7369,Ludwig van Beethoven,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Adagio molto",3GE4iRGTnLXpqvLdlvNzGG,11,2,11,5,2942677,77,0.487,0.00228,0,-30.07,1,0.0902,0.994,0.946,0.0706,0.0817,139.617,236947,3,82,20
7370,Ludwig van Beethoven,"Bagatelle in A Minor, WoO 59 ""Für Elise""",3bGr7DIiIDo3sGyQMmYCO3,12,2,11,5,2942677,77,0.314,0.0777,9,-23.786,0,0.0397,0.99,0.93,0.0744,0.225,135.008,184333,4,40,20
7371,Ludwig van Beethoven,"4 Ariettas and a Duet, Op. 82: No. 1, Hoffnung. Allegretto moderato (I)",3iTqjtEzviS48Fo8HIVjxo,13,3,11,5,2942677,77,0.412,0.216,9,-17.237,1,0.0557,0.963,0.0,0.0864,0.326,94.02,140587,4,71,20
7372,Ludwig van Beethoven,"Opferlied, Hess 145",3w0BfHpHHlL0jWkUYsI3nI,12,4,11,5,2942677,77,0.256,0.0818,4,-19.638,1,0.0528,0.984,2.67e-05,0.235,0.0815,168.385,167560,3,19,20
7373,Ludwig van Beethoven,"6 Songs, Op. 75: No. 4, Gretels Warnung",40N3zeXiJhyiu6qJBsAiJ7,12,4,11,5,2942677,77,0.453,0.0632,9,-17.202,1,0.0639,0.97,0.0,0.0714,0.397,111.742,57200,4,39,20
7374,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 6 in C Major",47oMMrc0oLxTjI1WC5mG4O,11,3,11,5,2942677,77,0.732,0.235,0,-18.228,1,0.0397,0.949,0.877,0.347,0.775,110.993,88106,4,41,20
7375,Ludwig van Beethoven,"6 Minuets, WoO 9: No. 4 in F Major",4Hoil3c11HgYxZjosoIV8S,10,4,11,5,2942677,77,0.606,0.057,5,-20.291,1,0.0447,0.958,0.00164,0.153,0.559,117.915,127972,4,34,20
7376,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 10 in C Major",4LHWppmggHHXAYyj80X7Mn,11,3,11,5,2942677,77,0.618,0.299,0,-15.805,1,0.0393,0.88,0.585,0.163,0.456,108.683,72626,4,42,20
7377,Ludwig van Beethoven,"String Quartet No. 15 in A Minor, Op. 132 ""Heiliger Dankgesang"": V. Allegro appassionato - Presto",4NVZonPKqmfkp0EHiP4SeM,11,2,11,5,2942677,77,0.351,0.136,9,-15.765,0,0.0486,0.968,0.745,0.0819,0.328,89.246,389534,4,97,20
7378,Ludwig van Beethoven,"12 Contredanses, WoO 14: No. 5 in E-Flat Major",4OxZrMCFvqsUPj8O0BKpbt,11,3,11,5,2942677,77,0.626,0.243,3,-20.724,1,0.0425,0.975,0.983,0.486,0.695,116.018,71239,4,46,20
7379,Ludwig van Beethoven,"6 Songs, Op. 48: No. 6, Bußlied, Hess 141",4WnUaPfcU7m6eSHfWYTD91,12,4,11,5,2942677,77,0.25,0.181,0,-16.913,1,0.0488,0.967,0.000213,0.0873,0.153,171.015,293627,5,41,20
7380,Ludwig van Beethoven,"String Quartet No. 15 in A Minor, Op. 132 ""Heiliger Dankgesang"": II. Allegro ma non tanto",4YNwcrsbgXyJzpvOXqgY35,11,2,11,5,2942677,77,0.286,0.0714,9,-19.064,1,0.055,0.98,0.545,0.0883,0.321,80.753,554227,3,89,20
7381,Ludwig van Beethoven,"Violin Sonata No. 8 in G Major, Op. 30 No. 3: III. Allegro vivace",4dRtjE52V0OHP1DCtsIc2j,12,3,11,5,2942677,77,0.398,0.422,7,-15.481,1,0.0357,0.953,0.825,0.0887,0.534,141.413,205507,4,65,20
7382,Ludwig van Beethoven,"String Quartet No. 16 in F Major, Op. 135: II. Vivace",5CMtKJJk7A7tziNkm1H8X5,10,2,11,5,2942677,77,0.542,0.248,5,-18.815,1,0.0912,0.924,0.841,0.12,0.741,172.935,207267,4,53,20
7383,Ludwig van Beethoven,"Missa Solemnis in D Major, Op. 123: IV: Sanctus: ""Plenti sunt caeli""",5NPscuT803DS6ppzQVKsVr,11,3,11,5,2942677,77,0.226,0.665,2,-11.168,1,0.0432,0.879,0.00942,0.577,0.398,96.313,72773,4,68,20
7384,Ludwig van Beethoven,"11 Dances, WoO 17, ""Mödlinger Tänze"": No. 3, Waltz in B-Flat Major",5kO9HTk4kpSFFkKKSdJsOk,10,3,11,5,2942677,77,0.494,0.0531,10,-22.129,1,0.0321,0.988,0.402,0.16,0.317,81.654,72332,4,66,20
7385,Ludwig van Beethoven,"Violin Sonata No. 8 in G Major, Op. 30 No. 3: I. Allegro assai",5kbTAnJkDWrHg2UasqMzs9,13,3,11,5,2942677,77,0.366,0.298,2,-16.283,1,0.0446,0.971,0.71,0.0808,0.379,152.962,370147,4,62,20
7386,Ludwig van Beethoven,"String Quartet No. 15 in A Minor, Op. 132 ""Heiliger Dankgesang"": I. Assai sostenuto - Allegro",5ofQfb6qlyBV8uo6jmpl92,11,2,11,5,2942677,77,0.302,0.104,9,-16.987,0,0.0433,0.971,0.759,0.103,0.129,118.909,580906,4,93,20
7387,Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: VI. Finale. Allegro",613fLTB688T3fvaBkfgVow,11,2,11,5,2942677,77,0.524,0.115,10,-17.469,1,0.044,0.94,0.46,0.124,0.622,130.298,595120,4,67,20
7388,Ludwig van Beethoven,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"": 1. Allegro",61LsWTP1KdwqUNsI5DoyMh,12,3,11,5,2942677,77,0.323,0.151,5,-18.292,1,0.0401,0.97,0.814,0.202,0.248,151.407,589400,4,59,20
7389,Ludwig van Beethoven,"4 Ariettas and a Duet, Op. 82: No. 1, Hoffnung. Allegretto moderato (II)",64UBzt2cUZzONRBhhisoby,13,3,11,5,2942677,77,0.343,0.19,9,-17.843,1,0.0587,0.964,0.0,0.0909,0.296,93.46,137093,4,72,20
7390,Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: IV. Alla danza tedesca. Allegro assai",66e6iywgFuRziNOksNyMC1,11,2,11,5,2942677,77,0.232,0.111,7,-19.028,1,0.0622,0.905,0.636,0.155,0.401,79.073,219707,3,85,20
